Probe,var_X,var_Y,var_Z,var_X_err,var_Y_err,var_Z_err
1,0.06808186272624231,0.05767998220447539,0.026600658657976523,0.05465168456080844,0.035353950791669905,0.043856645614382156
2,0.053904698403413207,0.06457757535953669,-0.006827307956397882,0.05909612486955345,0.059451567539404976,0.04720684734621771
3,0.007595229984213689,0.12384485256567976,0.07858360404332651,0.05456069756529515,0.04521386237567623,0.044643762865453046
4,-0.002241240793151664,0.02792325806936049,-0.01806923975464735,0.056531499534485476,0.043267386055060905,0.06048749733538367
5,0.02820228627901462,0.01501461737388803,-0.006660737999861995,0.05334476039837425,0.04929669825764737,0.0467384546024574
6,-0.008249505831889166,0.11159995595755999,-0.011411142522817155,0.058279984053249204,0.04917328495230615,0.054129365384842316
7,-0.1049758143374834,-0.14896005264053838,0.011791618057868795,0.04976440922451225,0.04004659919557865,0.04918250933626127
8,0.04967669895426138,0.06773751666834116,-0.01731156705055605,0.04198422313803487,0.035540545637894556,0.04307644866896472
9,0.009520927106589893,0.06121381470756482,-0.004606938554000668,0.03266812083617295,0.025222796872248064,0.0336856413656514
10,0.05500621748689124,0.043959164620210794,-0.06489358538692212,0.03590636962239882,0.025955376124391447,0.04025650316112322
11,0.015383012471756798,0.061609380635234946,-0.0014246342539180133,0.0327268560417616,0.02520239203306845,0.03416245539234327
12,0.6205048860223126,-0.5273905572623006,1.5394239046727316,1.0952286771701396,0.46297614070356247,1.0078780955799207
mag,0.8128392852083941,3.415011564305807,2.1703528997711174,0.0006384709854567514,0.0032544235837423307,0.002236229983819762
current,0.12853892930007582,0.12853892930007582,0.12853892930007582,8.234982808127906e-05,8.234982808127906e-05,8.234982808127906e-05
