key,dI,dB_X,dB_X_err,dB_Y,dB_Y_err,dB_Z,dB_Z_err
1,0.19452215727272726,0.44308839764590857,0.03475014742812202,0.16981688700540332,0.039314539093167164,0.0683502599209529,0.04160841247604996
2,0.05774225999999999,-0.09550317726649382,0.04391332861619537,-0.0870134833823979,0.03660425437232909,0.07702665928508168,0.036617138414274976
3,0.012002542727272691,0.08744739855364969,0.029290317029227433,-0.006186685232238531,0.039642125085543045,-0.13586152542793428,0.04365216538682279
4,0.024137371111111083,-0.031463434458601114,0.03572533810546052,-0.013754649526687146,0.027391314011209623,0.06399663943164491,0.03381274912796265
5,0.04617773000000003,0.09455722747978257,0.02975697948848117,-0.04831639859232162,0.025529222362410637,0.14100510562812119,0.04069136768344869
6,0.05480489191919191,-0.16959420009249015,0.036220485628560437,0.07282757644004434,0.02855911756032506,0.005035761369097003,0.03850794590246695
7,0.07950606999999998,0.055854897376121926,0.03810051289558172,0.04562850401142349,0.03773412939176958,0.05408678923767418,0.038903710150701404
8,0.028349120000000005,-0.010968151071011789,0.036027444028829056,0.09695253945992377,0.02767479031125016,-0.414465671642116,0.03999054108541683
9,-0.07420565999999995,-0.018621749555990164,0.03855400501726181,0.0691649663865217,0.028109078397823697,-0.016413995747933896,0.038533884982667264
10,-0.07938923545454546,-0.34900335204525845,0.031870830943005676,-0.020890483485251465,0.03004418992729424,-0.04896897255753885,0.03787210923409607
11,-0.07661491999999998,-0.02900462852338137,0.03735983884309956,-0.050772803746770734,0.04987859865308961,-0.23119631246681926,0.038218432565927586
12,-0.30763340000000006,-0.0389813144299751,0.03665416094021657,0.07808495805990034,0.037297759894030495,-0.14418324914291603,0.03572688503375808
